,wyId,FKGoalsOverExpected,count,TotalFKGoalsOverExpected,Full Name,shortName
18221,3470,-0.048187844902462106,32,-1.5420110368787874,Jos\u00e9 \u00c1ngel G\u00f3mez Campa\u00f1a,Campa\u00f1a
11289,9227,-0.03428019052499695,45,-1.5426085736248627,Matt Ritchie,M. Ritchie
4961,118,-0.02574268745482198,60,-1.5445612472893187,Memphis Depay,M. Depay
12813,14775,-0.03678222969731232,42,-1.5448536472871175,Bastian Oczipka,B. Oczipka
20006,276983,-0.05198567561458978,30,-1.5595702684376933,Isaac Mbenza,I. Mbenza
21833,25999,-0.055990806331608765,28,-1.5677425772850455,R\u00e9my Cabella,R. Cabella
19193,61962,-0.05076338060061903,31,-1.5736647986191898,Sung-Yeung Ki,Sung-Yeung Ki
23342,70965,-0.05919123207213759,27,-1.598163265947715,Jo\u00e3o M\u00e1rio Naval da Costa Eduardo ,Jo\u00e3o M\u00e1rio
25807,6370,-0.07635981056176462,21,-1.603556021797057,Javier Eraso Go\u00f1i,Eraso
26028,9739,-0.08139187765502112,20,-1.6278375531004223,Jordon  Ibe,J. Ibe
8524,21291,-0.031141175376868325,53,-1.6504822949740212,Valter Birsa,V. Birsa
24270,25889,-0.06158546889113831,27,-1.6628076600607344,Romain Hamouma,R. Hamouma
12227,92899,-0.035754554502694824,47,-1.6804640616266568,Jos\u00e9 Holebas,J. Holebas
6684,93,-0.028702008490211903,59,-1.6934185009225022,Johann  Berg Gu\u00f0munds\u00adson,J. Gu\u00f0munds\u00adson
23129,7929,-0.058638597750276494,29,-1.7005193347580183,Tom Cleverley,T. Cleverley
10292,20850,-0.03336971757756633,51,-1.7018555964558828,Luca Cigarini,L. Cigarini
17959,131959,-0.047788565776164714,36,-1.7203883679419296,Jean Micha\u00ebl Seri,J. Seri
19140,20935,-0.05072420607392551,34,-1.7246230065134673,R\u00f4mulo  Souza Orestes Caldeira,R\u00f4mulo
11034,8976,-0.03409315260453217,51,-1.7387507828311406,Tom Carroll,T. Carroll
17638,3441,-0.04712496088787942,37,-1.7436235528515387,Gabriel Fern\u00e1ndez Arenas,Gabi
23183,25745,-0.05869108437912983,30,-1.7607325313738948,Andy Delort,A. Delort
20043,15399,-0.05203827965902529,34,-1.76930150840686,Daniel Brosinski,D. Brosinski
10690,15524,-0.03372964236556832,53,-1.787671045375121,Hakan \u00c7alhano\u011flu,H. \u00c7alhano\u011flu
5461,20443,-0.026774483747623735,67,-1.7938904110907903,Miralem Pjani\u0107,M. Pjani\u0107
20593,14998,-0.053362705427194214,34,-1.8143319845246033,Julian Schuster,J. Schuster
21661,25622,-0.05538258027199666,33,-1.82762514897589,Thorgan Hazard,T. Hazard
20439,213948,-0.052966036438606964,35,-1.8538112753512437,Rodrigo Javier de Paul,R. de Paul
10548,3676,-0.033725062039318514,55,-1.8548784121625184,Asier Illarramendi Andonegi,Illarramendi
9660,15125,-0.032508789906839315,59,-1.9180186045035197,Marvin Plattenhardt,M. Plattenhardt
9299,28922,-0.03220061573438037,60,-1.9320369440628222,Thomas Lemar,T. Lemar
21086,247207,-0.054279692068351565,36,-1.9540689144606564,Joan Jord\u00e1n Moreno,Joan Jord\u00e1n
3983,14706,-0.022900767672795884,86,-1.9694660198604461,Aaron Hunt,A. Hunt
24299,21315,-0.06159199522968957,32,-1.9709438473500662,Jorge Luiz Frello Filho,Jorginho
22169,41174,-0.05660168990453361,35,-1.9810591466586764,Manuel Lanzini,M. Lanzini
24750,276944,-0.06406841023620323,31,-1.9861207173223,Jonathan Bamba,J. Bamba
22346,3542,-0.05695180942768563,35,-1.9933133299689971,Manuel Trigueros Mu\u00f1oz,Trigueros
25223,105333,-0.06675811319626017,30,-2.002743395887805,Willian Borges da Silva,Willian
19930,3568,-0.05179107206056088,39,-2.0198518103618746,Jos\u00e9 Luis Garc\u00eda del Pozo,Recio
18827,7967,-0.04976110045640318,42,-2.0899662191689337,Jonjo Shelvey,J. Shelvey
25542,26512,-0.07059563420375742,30,-2.1178690261127224,Mathieu Dossevi,M. Dossevi
22064,28122,-0.05634977145401096,38,-2.1412913152524164,Yassine Benzia,Y. Benzia
25054,25776,-0.0651911979183211,33,-2.1513095313045967,Wahbi Khazri,W. Khazri
6911,300485,-0.029145164647720642,74,-2.1567421839313274,Malcom Filipe Silva de Oliveira,Malcom
16699,8144,-0.04433576525138655,50,-2.2167882625693274,James  Ward-Prowse,J. Ward-Prowse
23275,7988,-0.05903685703979619,38,-2.2434005675122553,Yohan Cabaye,Y. Cabaye
24919,3571,-0.0646740483080005,35,-2.2635916907800175,Joaqu\u00edn S\u00e1nchez Rodr\u00edguez,Joaqu\u00edn
20331,15526,-0.05276219671085334,43,-2.2687744585666936,Pascal Gro\u00df,P. Gro\u00df
21167,25647,-0.054451176767889437,43,-2.3414006010192456,Julien F\u00e9ret,J. F\u00e9ret
21414,3595,-0.05496060967464649,44,-2.4182668256844457,Be\u00f1at Etxebarria Urkiaga,Be\u00f1at
23020,30437,-0.05841164509286815,42,-2.4532890939004623,Florent Mollet,F. Mollet
24989,51132,-0.06477720858660638,38,-2.4615339262910423,Emil Forsberg,E. Forsberg
25150,3361,-0.065699801393449,38,-2.496592452951062,Alexis Alejandro S\u00e1nchez S\u00e1nchez,A. S\u00e1nchez
25481,4014,-0.06956539588858467,36,-2.504354251989048,Pedro Le\u00f3n S\u00e1nchez Gil,Pedro Le\u00f3n
6484,26120,-0.028500238917881757,88,-2.5080210247735946,Thomas Mangani,T. Mangani
19054,25888,-0.05053520107543694,50,-2.5267600537718473,Fay\u00e7al Fajr,F. Fajr
19391,22162,-0.05102968171141256,50,-2.5514840855706282,Francesco Magnanelli,F. Magnanelli
23576,3420,-0.059933073277988164,44,-2.6370552242314793,Markel Susaeta Laskurain,Susaeta
9421,20448,-0.03224570165228437,82,-2.6441475354873183,Federico Viviani,F. Viviani
22612,3443,-0.05726140889699672,47,-2.691286218158846,Jorge Resurrecci\u00f3n Merodio,Koke
13793,26652,-0.03866084325266203,70,-2.7062590276863423,Daniel Wass,D. Wass
21030,25860,-0.05427781194590385,50,-2.7138905972951926,Max-Alain Gradel,M. Gradel
19830,14989,-0.0517220763937997,53,-2.741270048871384,Daniel Caligiuri,D. Caligiuri
18675,26100,-0.04958761181866254,56,-2.776906261845102,Na\u00efm Sliti,N. Sliti
22740,4379,-0.0575878373432063,49,-2.8218040298171085,Jonathan Viera Ramos,Jonathan Viera
24462,242446,-0.062342917817308476,46,-2.86777421959619,L\u00e9o Dubois,L. Dubois
14708,70093,-0.04047572034947714,72,-2.9142518651623543,Jo\u00e3o Filipe Iria Santos Moutinho,Jo\u00e3o Moutinho
24135,3350,-0.061537987290275396,50,-3.07689936451377,Francesc F\u00e0bregas i Soler,F\u00e0bregas
7978,214062,-0.03076608123985973,104,-3.199672448945412,Alejandro Granell Nogu\u00e9,\u00c1lex Granell
19508,14723,-0.05108019419070559,63,-3.2180522340144524,Toni Kroos,T. Kroos
21480,3423,-0.055027968757336836,63,-3.4667620317122205,Ibai G\u00f3mez P\u00e9rez,Ibai G\u00f3mez
25857,21077,-0.0780993603801748,46,-3.5925705774880408,Alejandro Dar\u00edo G\u00f3mez,A. G\u00f3mez
15931,3286,-0.042880532569667895,84,-3.6019647358521034,Daniel Parejo Mu\u00f1oz,Dani Parejo
23733,3280,-0.0604157585340098,61,-3.6853612705745977,\u00c9ver Maximiliano David Banega,\u00c9. Banega
20200,15256,-0.05261663841419953,74,-3.8936312426507653,Pirmin Schwegler,P. Schwegler
21886,77558,-0.056018276488503764,73,-4.089334183660775,Gylfi \u00de\u00f3r Sigur\u00f0sson,G. Sigur\u00f0sson
15239,38021,-0.0411081887301954,100,-4.11081887301954,Kevin De Bruyne,K. De Bruyne
23453,20941,-0.059763783883208244,70,-4.183464871824577,Adem Ljaji\u0107,A. Ljaji\u0107
22869,62389,-0.05795204774728435,75,-4.346403581046326,Aaron Mooy,A. Mooy
18266,228981,-0.04821758810004298,100,-4.821758810004298,Benjamin Bourigeaud,B. Bourigeaud
20774,54,-0.05395328270784914,95,-5.1255618572456685,Christian  Dannemann Eriksen,C. Eriksen
22419,25714,-0.05705226070957911,92,-5.248807985281278,Dimitri  Payet,D. Payet
